City Name,Lat,Lon,Population
   West Fargo,46.8565,-96.9048,34858
   Lockport,43.1698,-78.6956,34859
   Hilliard,40.0348,-83.1547,34905
   Opobo,4.5704,7.56,34911
   Olgiy,48.9337,89.95,34934
   Itapecuru Mirim,-3.4,-44.36,34943
   Gahanna,40.0251,-82.8638,34956
   Kamsar,10.6854,-14.605,34973
   Timmins,48.4666,-81.3333,34974
   Farmers Branch,32.9272,-96.8804,34988
   Merrillville,41.4728,-87.3197,34994
   Upper Arlington,40.0271,-83.0703,34997
   Taibao,23.45,120.3333,35000
   Woodburn,45.1477,-122.8585,35007
   Mayda Shahr,34.45,68.8,35008
   Kalmar,56.667,16.3666,35024
   Watertown,42.37,-71.1775,35025
   El Mirage,33.5906,-112.3271,35043
   Samut Songkhram,13.413,100.001,35065
   La Vergne,36.021,-86.5574,35071
   La Asuncion,11.0333,-63.8833,35084
   La Porte,29.669,-95.0483,35086
   Jacarezinho,-23.1599,-49.98,35090
   Korsakov,46.6424,142.7775,35091
   Bell Ville,-32.6,-62.68,35105
   Key West,24.5636,-81.7768,35140
   Paradise,39.7558,-121.6063,35163
   Talas,42.5184,72.2429,35172
   Luebo,-5.3495,21.41,35183
   Praya,-8.7223,116.2923,35183
   Peachtree City,33.3943,-84.5711,35186
   Karlskrona,56.203,15.296,35212
   Shumerlya,55.4848,46.4244,35230
   Loei,17.4919,101.7315,35273
   Forney,32.7453,-96.4496,35281
   Vac,47.7837,19.1332,35293
   St.-Benoit,-21.0335,55.7128,35310
   Yarumal,7.0306,-75.5905,35315
   Panuco,22.0604,-98.19,35316
   Esik,43.3691,77.4438,35319
   La Barca,20.2804,-102.56,35345
   Goycay,40.6534,47.7406,35348
   Georgetown,38.2253,-84.5481,35353
   Herriman,40.489,-112.0153,35385
   Cooper City,26.0465,-80.2866,35405
   Kundian,32.4522,71.4718,35406
   Xique-Xique,-10.82,-42.73,35433
   Bougouni,11.4204,-7.49,35450
   Pala,9.3504,14.9666,35466
   Honda,5.1903,-74.75,35469
   East Point,33.6696,-84.47,35471
   Saint John's,17.118,-61.85,35499
   Queen Creek,33.2392,-111.6397,35524
   Nacogdoches,31.6131,-94.6527,35525
   Yangambi,0.7704,24.43,35531
   Sharya,58.3798,45.5094,35532
   Barreiros,-8.8296,-35.2,35565
   Oriximina,-1.7596,-55.87,35581
   Rimouski,48.4337,-68.5167,35584
   Tibati,6.467,12.6333,35589
   Winter Springs,28.689,-81.2708,35599
   Prattville,32.4602,-86.4595,35606
   Kualakapuas,-3.0996,114.35,35632
   Roseville,45.0155,-93.1544,35691
   Kumo,10.0457,11.2131,35712
   Bettendorf,41.5656,-90.4764,35727
   Gallatin,36.3783,-86.4697,35734
   Manhattan Beach,33.8895,-118.3972,35741
   Wildwood,38.5798,-90.6697,35756
   Phichit,16.439,100.349,35760
   Victoria Falls,-17.9296,25.84,35761
   Benton,34.5769,-92.5716,35775
   Owasso,36.2884,-95.8312,35784
   Ulaangom,49.9833,92.0666,35796
   Atbasar,51.8219,68.3477,35819
   Douglas,54.1504,-4.48,35854
   Beja,38.014,-7.863,35854
   Bell,33.9801,-118.1798,35864
   Oak Creek,42.8803,-87.9008,35881
   Valuyki,50.2091,38.0987,35887
   Yalutorovsk,56.6736,66.2983,35892
   Zvishavane,-20.3296,30.05,35896
   Jipijapa,-1.3496,-80.58,35901
   Cedar City,37.6834,-113.0957,35921
   Richfield,44.8762,-93.2826,35949
   Paphos,34.7559,32.4225,35961
   Boyarka,70.767,97.5,35968
   Blagodarnyy,45.1047,43.4344,35995
   Hato Mayor,18.764,-69.257,35999
   Guayaramerin,-10.83,-65.41,36008
   Kahama,-3.8196,32.58,36014
   Cottage Grove,44.8161,-92.9274,36029
   Masasi,-10.7296,38.7999,36032
   Wildomar,33.6173,-117.2582,36042
   Claremont,34.1259,-117.7153,36059
   Zacapa,14.972,-89.529,36088
   Shawnee,35.3524,-96.9647,36100
   Acu,-5.5796,-36.9101,36125
   Franklin,42.8854,-88.0104,36131
   Severouralsk,60.1565,59.9615,36138
   Nanyuki,0.0204,37.06,36142
   Yandoon,17.0433,95.6429,36172
   Baykonur,45.6914,63.2413,36175
   Cleburne,32.3585,-97.4172,36185
   Slantsy,59.1116,28.0747,36209
   La Grange,33.0276,-85.0383,36270
   Vaduz,47.1337,9.5167,36281
   Oregon City,45.3418,-122.5938,36286
   Yirga Alem,6.7504,38.41,36292
   Kalispell,48.2155,-114.3262,36304
   Temple City,34.1022,-118.0579,36365
   Monaco,43.7396,7.4069,36371
   Dunedin,28.0328,-82.7865,36381
   Dover,51.1337,1.3,36384
   Guaira,-24.09,-54.27,36426
   Tuyen Quang,21.818,105.211,36430
   Crestview,30.748,-86.5784,36433
   Gillette,44.2793,-105.5013,36446
   Falun,60.613,15.647,36477
   Moorpark,34.2855,-118.877,36481
   Kaniama,-7.5696,24.17,36481
   Voi,-3.3696,38.57,36487
   Zharkent,44.1616,79.9801,36496
   Portage,41.5866,-87.1792,36505
   San Jose de Mayo,-34.35,-56.71,36529
   Cristalina,-16.77,-47.61,36531
   Drogheda,53.7193,-6.3478,36533
   Mooresville,35.5842,-80.8246,36543
   Bermejo,-22.7296,-64.35,36544
   Tunduma,-9.2846,32.7749,36556
   Portsmouth,38.7539,-82.9446,36584
   Saint Marys,30.7567,-81.5722,36587
   Nueva Rosita,27.95,-101.22,36642
   Serdobsk,52.4622,44.2218,36652
   Retalhuleu,14.5371,-91.677,36656
   Moses Lake,47.1276,-119.2762,36662
   San Juan,26.1902,-98.1522,36663
   Kasimov,54.9435,41.3931,36663
   New Albany,38.3078,-85.8242,36670
   West Hollywood,34.0883,-118.3718,36698
   Olive Branch,34.9608,-89.8478,36699
   Kambove,-10.8696,26.6,36702
   Lincoln Park,42.2433,-83.181,36720
   Rosario do Sul,-30.25,-54.92,36721
   Calumet City,41.6133,-87.5502,36732
   Menomonee Falls,43.1487,-88.1227,36769
   Morondava,-20.2833,44.2833,36803
   Kalgoorlie,-30.7354,121.46,36852
   Greenfield,42.9619,-88.005,36858
   Moss,59.437,10.6692,36901
   Addison,41.9314,-88.0086,36902
   Chimboy,42.9311,59.7708,36917
   Rosenberg,29.5402,-95.8158,36937
   Dubrovnik,42.6609,18.0914,36994
   Kampene,-3.5995,26.67,37034
   Rayong,12.6718,101.2815,37035
   Qulsary,46.9833,54.0165,37103
   Sibenik,43.7272,15.9058,37112
   Monrovia,34.165,-117.9921,37126
   Phenix City,32.4586,-85.025,37132
   Mangai,-4.0396,19.53,37188
   Villazon,-22.0796,-65.6,37215
   Westfield,40.0314,-86.1539,37221
   'Ataq,14.55,46.8,37315
   Issaquah,47.5414,-122.0436,37322
   San Vicente,13.641,-88.785,37326
   Tynda,55.1743,124.7076,37335
   Diamantina,-18.24,-43.61,37343
   Kasulu,-4.5796,30.1,37349
   Wentzville,38.8165,-90.8671,37395
   Juticalpa,14.6704,-86.23,37442
   Reynoldsburg,39.9588,-82.7943,37449
   Albertville,34.2631,-86.2106,37451
   Orillia,44.6,-79.4167,37483
   Park Ridge,42.0125,-87.8436,37496
   Reo,12.3335,-2.4669,37535
   Sydney,46.0661,-60.18,37538
   Fort Lee,40.8507,-73.9711,37577
   Los Banos,37.0631,-120.8405,37584
   Aboisso,5.4667,-3.2,37654
   Valley Stream,40.6647,-73.7044,37673
   Juanjui,-7.1696,-76.74,37715
   Penticton,49.5004,-119.5833,37721
   Aventura,25.9566,-80.1371,37724
   Uglich,57.5244,38.33,37732
   Ciudad Camargo,27.6904,-105.1701,37743
   Dori,14.034,-0.028,37806
   Lake Worth,26.6195,-80.0592,37812
   Al Bayda,13.979,45.574,37821
   Nanuque,-17.84,-40.35,37824
   Columbia,35.6223,-87.048,37845
   Mount Pleasant,43.5966,-84.7758,37877
   Qaratau,43.1854,70.46,37881
   Newnan,33.3763,-84.7758,37912
   Constitucion,-35.3296,-72.42,37917
   Kapiri Mposhi,-13.9696,28.66,37942
   Remanso,-9.5996,-42.11,37945
   Castries,14.002,-61,37963
   Royal Palm Beach,26.7046,-80.2246,38006
   Brookfield,43.064,-88.1231,38016
   Huber Heights,39.8595,-84.113,38019
   Salekhard,66.535,66.61,38025
   Flores,16.9337,-89.8833,38035
   Hanover Park,41.9819,-88.1447,38044
   Maroantsetra,-15.4333,49.7333,38046
   Carnot,4.9337,15.8666,38071
   Lynnwood,47.8285,-122.3034,38092
   Tenkodogo,11.7804,-0.3697,38108
   London,37.1209,-84.0804,38130
   Plant City,28.0145,-82.1202,38200
   Roy,41.1716,-112.0479,38201
   Oswego,43.4516,-76.5005,38208
   Rock Island,41.4699,-90.5827,38210
   Indian Trail,35.0697,-80.646,38222
   Martinez,37.9985,-122.116,38259
   Razgrad,43.534,26.536,38285
   Carpentersville,42.1227,-88.2894,38291
   Chur,46.85,9.5,38293
   Brighton,39.9719,-104.7958,38314
   Wheeling,42.1308,-87.9239,38315
   Rezekne,56.5,27.3166,38340
   Ha Giang,22.8337,104.9833,38362
   Kaka,37.3503,59.6,38381
   Sassandra,4.9504,-6.0833,38411
   Milton,34.1353,-84.3138,38411
   Enterprise,31.3276,-85.8459,38431
   Ruyigi,-3.481,30.244,38458
   Marion,42.0444,-91.5853,38480
   Tskhinvali,42.2325,43.975,38502
   Kerkira,39.6154,19.9147,38517
   Millerovo,48.9379,40.3974,38527
   Phrae,18.1533,100.1629,38538
   Tamworth,-31.1026,150.9171,38551
   Butler,40.8615,-79.8962,38588
   Delaware,40.287,-83.0749,38643
   Stanton,33.8002,-117.9935,38644
   Caloundra,-26.8,153.1333,38706
   Pleasant Grove,40.3714,-111.7411,38756
   Guryevsk,54.2981,85.9377,38757
   Bukama,-9.2096,25.84,38770
   Tshela,-4.9696,12.93,38845
   Spanish Fork,40.11,-111.6407,38861
   Lancaster,32.5922,-96.7737,38867
   Joacaba,-27.17,-51.5,38876
   Asha,54.998,57.2726,38883
   Dundalk,54.0004,-6.4167,38884
   Pinheiro,-2.5196,-45.09,38893
   Tonsberg,59.264,10.421,38914
   Montclair,34.0714,-117.6981,38944
   Lake Oswego,45.4129,-122.7002,38945
   Mineiros,-17.5695,-52.56,38951
   Keizer,45.0028,-123.0242,38980
   Northglenn,39.9107,-104.9783,38982
   Westerville,40.1241,-82.9205,38985
   Xam Nua,20.4167,104.0333,38992
   Toumodi,6.552,-5.019,39005
   Frankfort,38.1924,-84.8644,39034
   Germantown,35.083,-89.7824,39056
   Kyle,30.0015,-97.8629,39060
   Pacifica,37.6112,-122.4781,39062
   Vichuga,57.2191,41.9287,39071
   Guiglo,6.5505,-7.49,39134
   Caibarien,22.5158,-79.4722,39140
   Palmas,-26.48,-52,39150
   Hurst,32.8353,-97.1808,39160
   Upper Hutt,-41.1355,175.029,39200
   Richmond,37.724,-84.2928,39267
   Pacasmayo,-7.4006,-79.5706,39282
   Kirov,54.0852,34.3048,39319
   Roi Et,16.051,103.655,39328
   Orange,-33.28,149.1,39329
   Oviedo,28.6576,-81.1869,39337
   Culver City,34.0058,-118.3968,39364
   Friendswood,29.5109,-95.198,39396
   Annapolis,38.9705,-76.5047,39418
   Borlange,60.4833,15.4167,39422
   Woburn,42.4868,-71.1543,39452
   Schertz,29.5652,-98.2541,39453
   Duncanville,32.646,-96.9127,39457
   Russas,-4.94,-37.98,39465
   Huntsville,30.705,-95.5545,39476
   Meridian,32.3846,-88.6896,39478
   Tavda,58.0537,65.2583,39480
   Asheboro,35.7159,-79.8128,39496
   Hallandale Beach,25.9854,-80.1423,39500
   Tozeur,33.9304,8.13,39504
   Bogoroditsk,53.7747,38.1144,39553
   Zacatecoluca,13.508,-88.868,39613
   Salgotarjan,48.105,19.826,39640
   Perth,56.4003,-3.47,39654
   Marlborough,42.3494,-71.5468,39697
   Chelsea,42.3959,-71.0325,39699
   Goroka,-6.0833,145.3855,39699
   Mochudi,-24.377,26.152,39700
   Romeoville,41.631,-88.1014,39706
   Laguna,-28.48,-48.78,39711
   Grove City,39.8665,-83.0703,39721
   Daman,20.417,72.85,39737
   New Berlin,42.9726,-88.1292,39803
   Bartlesville,36.7356,-95.9451,39848
   Alekseyevka,50.6535,38.6931,39848
   New Castle,40.9956,-80.3458,39873
   Uray,60.1401,64.7548,39878
   Warren,41.2389,-80.8177,39898
   Yian,47.8804,125.3,39924
   Ob,54.998,82.7077,39949
   Apache Junction,33.3982,-111.5349,39954
   Hanggin Houqi,40.8847,107.14,39954
   Pogradec,40.9,20.664,40000
   Tombua,-15.8,11.86,40000
   Salama,15.103,-90.314,40000
   Kaya,13.0904,-1.09,40017
   Raub,3.7927,101.8423,40024
   Weslaco,26.1669,-97.9859,40033
   Carol Stream,41.9183,-88.1309,40069
   Ali Sabih,11.1562,42.7125,40074
   Wake Forest,35.963,-78.5144,40112
   Inongo,-1.94,18.28,40113
   Luga,58.7363,29.839,40114
   Orongen Zizhiqi,50.5667,123.7167,40128
   Statesboro,32.4376,-81.775,40141
   Maplewood,44.984,-93.0247,40150
   Junction City,39.0268,-96.8495,40157
   Streamwood,42.0209,-88.1778,40166
   Bozoum,6.317,16.3833,40201
   Calexico,32.6849,-115.4944,40232
   Arawa,-6.228,155.566,40266
   Hon Quan,11.6504,106.6,40279
   Holyoke,42.2126,-72.6411,40280
   Bilecik,40.15,29.983,40285
   Mirnyy,62.54,113.9614,40308
   Haugesund,59.4119,5.2775,40321
   Crystal Lake,42.233,-88.3352,40339
   La Puente,34.0323,-117.9533,40377
   Yambio,4.5705,28.4163,40382
   Alta Gracia,-31.66,-64.43,40384
   Pyu,18.4779,96.4379,40386
   Huaura,-11.06,-77.6,40400
   San Gabriel,34.0948,-118.099,40404
   Fitchburg,42.5912,-71.8156,40414
   Alta Floresta,-9.9,-55.91,40466
   Balykchy,42.456,76.1854,40527
   Spring Hill,35.7436,-86.912,40552
   Wilkes-Barre,41.2468,-75.8759,40569
   Shakopee,44.7745,-93.4763,40610
   Oakley,37.9929,-121.6951,40622
   Puyallup,47.1794,-122.2901,40640
   Torrington,41.8349,-73.1282,40710
   Covington,39.0334,-84.5166,40797
   Aquidauana,-20.4696,-55.79,40803
   Chapadinha,-3.7395,-43.36,40804
   Buzmeyin,38.0517,58.21,40813
   Frolovo,49.7722,43.6518,40882
   Frutal,-20.03,-48.94,40931
   Campbell,37.2803,-121.9543,40939
   La Quinta,33.6537,-116.2785,40956
   Salinopolis,-0.6095,-47.34,40998
   Bastia,42.7032,9.45,41001
   Birsk,55.4244,55.5444,41014
   Hobbs,32.7281,-103.1597,41021
   Centralia,46.7226,-122.9695,41077
   Ita,-25.5096,-57.36,41090
   Cao Bang,22.664,106.268,41112
   Muskogee,35.743,-95.3567,41117
   Mityana,0.4004,32.05,41131
   Villarrica,-25.75,-56.4333,41157
   Bartlett,41.9804,-88.2074,41178
   Minas,-34.37,-55.23,41180
   Garca,-22.22,-49.66,41302
   Zelenokumsk,44.4091,43.8787,41306
   Saurimo,-9.6596,20.39,41316
   Weatherford,32.7547,-97.7665,41333
   Shelton,41.306,-73.1383,41334
   Buffalo Grove,42.1673,-87.9615,41346
   Faro,37.0171,-7.9333,41355
   Coppell,32.9639,-96.9907,41360
   Beverly,42.5681,-70.8627,41365
   San,13.3004,-4.9,41386
   Cedar Falls,42.5197,-92.4532,41390
   Woonsocket,42.001,-71.4993,41406
   Lusambo,-4.9696,23.43,41416
   Grand Prairie,55.1666,-118.8,41462
   Lushnje,40.94,19.716,41469
   Pottsville,40.6798,-76.2092,41479
   Manassas,38.748,-77.484,41483
   Zaraza,9.3404,-65.32,41483
   Jamestown,42.0975,-79.2366,41492
   Jaguaquara,-13.53,-39.97,41498
   Canoinhas,-26.18,-50.4,41498
   Victoriaville,46.0504,-71.9667,41500
   Auxerre,47.8004,3.5666,41516
   Chiquimula,14.797,-89.544,41521
   Marion,40.5497,-85.66,41550
   Westfield,42.1382,-72.7561,41552
   Gay,51.4747,58.4543,41619
   Cotui,19.059,-70.152,41641
   Uryupinsk,50.7734,42.0031,41644
   Lesozavodsk,45.4748,133.4298,41778
   Edmonds,47.8114,-122.3534,41840
   Belleville,38.515,-89.9865,41906
   Artigas,-30.416,-56.486,41909
   Lindi,-10,39.7,41912
   Winter Garden,28.543,-81.5944,41988
   Brumado,-14.21,-41.67,41989
   Tizimin,21.1304,-88.15,41993
   McMinnville,45.211,-123.1918,41998
   Moatize,-16.0995,33.95,42000
   Urbana,40.1106,-88.1972,42014
   Yemanzhelinsk,54.7489,61.2935,42023
   Miercurea Cuic,46.361,25.524,42029
   Goose Creek,32.992,-80.0063,42039
   Castro,-24.79,-50.01,42091
   Zanesville,39.9567,-82.0133,42097
   Penedo,-10.2696,-36.58,42097
   Sdid Bouzid,35.0167,9.5,42098
   Kearny,40.7526,-74.1202,42126
   Salgueiro,-8.0596,-39.13,42152
   Ormond Beach,29.2951,-81.0999,42162
   Qapshaghay,43.8844,77.0687,42167
   Sokol,59.4648,40.1144,42174
   Lovec,43.138,24.719,42211
   Moline,41.4825,-90.4917,42250
   Mansa,-11.2,28.89,42277
   Greenwood,34.1944,-82.1541,42279
   Nandi,-17.7996,177.4166,42284
   Kapan,39.2015,46.415,42288
   Winder,33.9918,-83.7218,42330
   Mercedes,-33.2595,-58.03,42359
   Kotabumi,-4.8333,104.9,42366
   Charlottetown,46.2493,-63.1313,42402
   The Colony,33.0926,-96.8977,42408
   Shu,43.5953,73.7448,42439
   Linden,40.6251,-74.238,42457
   Dieppe,49.9337,1.0833,42461
   Brea,33.9255,-117.8654,42471
   Partizansk,43.1349,133.1349,42489
   Moorhead,46.8674,-96.7457,42492
   Little Elm,33.1792,-96.9284,42504
   Prescott,34.5799,-112.4476,42513
   Brentwood,35.9917,-86.7759,42517
   Clarksburg,39.2862,-80.323,42552
   Hulin,45.769,132.9922,42559
   Cabo San Lucas,22.8928,-109.9045,42601
   Fairfield,39.3301,-84.5405,42617
   Nukualofa,-21.1385,-175.2206,42620
   Rohnert Park,38.348,-122.6964,42622
   Mango,10.3596,0.4708,42626
   Montemorelos,25.19,-99.84,42640
   Arys,42.4369,68.8048,42648
   Fort Portal,0.671,30.275,42670
   Caninde,-4.35,-39.31,42720
   Richmond,39.8318,-84.8904,42759
   Leander,30.5707,-97.8587,42761
   Tehuantepec,16.33,-95.23,42776
   Klamath Falls,42.2193,-121.7755,42791
   Bell Gardens,33.9663,-118.155,42806
   Concord,43.2307,-71.5595,42821
   Riverton,40.5176,-111.9635,42838
   Ergun Zuoqi,50.7833,121.5167,42849
   Ventspils,57.3899,21.5606,42884
   Plainfield,41.6202,-88.2258,42933
   San Bruno,37.6254,-122.4313,42957
   Franceville,-1.6333,13.5833,42967
   Yendi,9.4337,-0.0167,42972
   Puerto Cabezas,14.0333,-83.3834,43001
   Bluefield,37.2602,-81.217,43012
   Urbandale,41.639,-93.7814,43018
   Lubao,-5.3896,25.75,43068
   Banjul,13.4539,-16.5917,43094
   Macenta,8.5504,-9.48,43102
   Krasnoufimsk,56.5991,57.7586,43121
   Mariinsk,56.2108,87.7604,43122
   Salem,42.513,-70.9021,43132
   Ambatondrazaka,-17.8329,48.4167,43134
   Vichy,46.1171,3.4167,43158
   Wanganui,-39.9326,175.0393,43200
   Al Wajh,26.2324,36.4636,43237
   Freeport,40.6515,-73.585,43279
   Sovetsk,55.0718,21.882,43309
   Nizhneudinsk,54.8977,99.0277,43326
   Clovis,34.4375,-103.1924,43327
   Volksrust,-27.3596,29.89,43378
   Oyem,1.6166,11.5833,43423
   Ararangua,-28.94,-49.5,43444
   Imbituba,-28.2296,-48.66,43450
   Sambava,-14.2662,50.1666,43465
   Marana,32.4355,-111.1558,43474
   Hutchinson,38.0672,-97.9083,43507
   Phatthalung,7.615,100.081,43522
   Novozybkov,52.5348,31.9449,43534
   Kingman,35.2168,-114.0167,43548
   Rockwall,32.9169,-96.4379,43586
   North Lauderdale,26.2113,-80.2209,43699
   Basoko,1.2404,23.59,43709
   Lancaster,39.7249,-82.6049,43726
   Stevens Point,44.524,-89.5506,43735
   Oro Valley,32.4226,-110.9767,43781
   Lombard,41.8739,-88.0158,43815
   Batouri,4.4337,14.3666,43821
   Adrian,41.8994,-84.0447,43850
   Salinas,-2.2,-80.98,43862
   Comendador,18.876,-71.707,43894
   Nabire,-3.3515,135.5134,43898
   Hagere Hiywet,8.9804,37.85,43920
   Naivasha,-0.7096,36.43,43983
   Belleville,44.1667,-77.3833,43990
   Voznesensk,47.5504,31.3333,43996
   Alapayevsk,57.8465,61.6915,44000
   Timashevsk,45.6247,38.9444,44024
   Port Vila,-17.7334,168.3166,44040
   Inhumas,-16.36,-49.5,44058
   Pinehurst,35.1922,-79.4682,44070
   Bountiful,40.8722,-111.8647,44078
   Chitre,7.97,-80.42,44082
   Padangpanjang,-0.4496,100.4167,44096
   Morgan Hill,37.1324,-121.641,44155
   Roseburg,43.2228,-123.3519,44176
   Taree,-31.8976,152.4618,44182
   Parnu,58.3747,24.5136,44192
   Winneba,5.3504,-0.63,44254
   Atar,20.5166,-13.05,44265
   Roskilde,55.65,12.0833,44285
   Selma,36.5743,-119.6156,44292
   Aracati,-4.56,-37.77,44293
   Oakland Park,26.1779,-80.1527,44326
   Haltom City,32.8176,-97.2707,44361
   Bluefields,12,-83.7649,44373
   Huancavelica,-12.79,-74.99,44388
   Umm al Qaywayn,25.5653,55.5533,44411
   Del Rio,29.3706,-100.8798,44414
   Attleboro,41.9311,-71.295,44434
   Aliwal North,-30.6896,26.71,44436
   Cobija,-11.0333,-68.7333,44437
   Camocim,-2.9,-40.85,44481
   Farmington,37.782,-90.4287,44494
   Zvolen,48.5837,19.1332,44502
   Trollhattan,58.2671,12.3,44543
   Bothell,47.774,-122.2039,44546
   Akhtubinsk,48.2787,46.1687,44551
   Kamenna Obi,53.7936,81.3388,44564
   Kabale,-1.2496,29.98,44600
   Strongsville,41.3128,-81.8313,44631
   Danville,37.8121,-121.9698,44631
   Artemovskiy,57.3652,61.8698,44689
   Linden,5.99,-58.27,44690
   Cutler Bay,25.5765,-80.3357,44707
   Beaufort West,-32.3496,22.57,44737
   Sisaket,15.1203,104.3298,44751
   Chone,-0.6896,-80.09,44751
   Hackensack,40.8889,-74.0461,44756
   Strezhevoy,60.7332,77.5777,44784
   Ocoee,28.5785,-81.5336,44820
   Angol,-37.79,-72.71,44856
   Piripiri,-4.2696,-41.79,44864
   Vallenar,-28.57,-70.76,44895
   Sayreville,40.4655,-74.3237,44905
   Coachella,33.691,-116.1451,44953
   Itanagar,27.1004,93.6166,44971
   Shahhat,32.8281,21.8622,45000
   Usinsk,65.923,57.403,45000
   Burleson,32.52,-97.3341,45016
   Iganga,0.6092,33.4686,45024
   Eureka,40.7941,-124.1568,45091
   Leiria,39.739,-8.805,45112
   Quincy,39.9335,-91.3796,45113
   Inverness,57.4671,-4.2333,45158
   Chernyakhovsk,54.6316,21.8109,45187
   Shebekino,50.4144,36.8944,45194
   Cameta,-2.2396,-49.51,45200
   Rida,14.4295,44.8341,45233
   Manitowoc,44.099,-87.6812,45261
   Fort Pierce,27.4263,-80.3421,45295
   Salcedo,19.383,-70.4167,45299
   Dedougou,12.455,-3.464,45341
   Beaumont,33.9052,-116.976,45349
   Joliette,46.0333,-73.4333,45361
   Olbia,40.9143,9.5151,45366
   Solola,14.773,-91.183,45373
   Liberia,10.6338,-85.4333,45380
   Birak,27.5333,14.2834,45421
   Oroville,39.5,-121.5647,45445
   Hollister,36.8564,-121.3981,45496
   Yefremov,53.1491,38.1215,45497
   Dublin,40.1112,-83.1451,45568
   Shaoyang,27,111.2001,45617
   Komatini,41.1333,25.4167,45631
   Puttalan,8.033,79.826,45661
   Maricopa,33.0447,-112.0164,45666
   Volkhov,59.9291,32.3387,45673
   Buta,2.82,24.74,45677
   Mozdok,43.7543,44.6544,45702
   Marion,40.5933,-83.1237,45718
   Wajir,1.7504,40.05,45771
   Mae Sot,16.7162,98.5708,45781
   Coihaique,-45.57,-72.07,45787
   Newark,37.5204,-122.0312,45810
   Irati,-25.47,-50.66,45830
   Jalapa,14.633,-89.989,45834
   Gbarnga,7.0104,-9.49,45835
   Ayakoz,47.9647,80.4297,45861
   West Lafayette,40.4432,-86.9239,45872
   Apsheronsk,44.4687,39.7287,45876
   Spassk Dalniy,44.6002,132.8198,45900
   Nevers,46.9837,3.1667,45929
   Santiago,8.1004,-80.9833,45955
   Biloxi,30.4393,-88.9542,45975
   Mahdia,35.4839,11.0409,45977
   Kohtla-Jarve,59.4,27.2833,46060
   Tupelo,34.2637,-88.7298,46095
   Manono,-7.3,27.45,46111
   Pechora,65.1587,57.2087,46113
   Ostersund,63.1833,14.65,46178
   Kibungo,-2.1667,30.5333,46240
   Berekum,7.4504,-2.59,46287
   Lufkin,31.3206,-94.729,46325
   Littleton,39.5912,-105.0193,46333
   Nadym,65.5298,72.5148,46339
   Everett,42.4064,-71.0544,46340
   Beavercreek,39.7312,-84.0627,46376
   Sahuarita,31.9328,-110.9654,46385
   Elmhurst,41.8973,-87.9432,46387
   Alatyr,54.8504,46.6,46427
   Kita,13.0504,-9.4833,46435
   Leavenworth,39.3225,-94.9246,46445
   Middelburg,51.502,3.61,46485
   Middletown,41.5476,-72.6549,46544
   Mikkeli,61.69,27.285,46550
   Galveston,29.2487,-94.891,46610
   Safonovo,55.1465,33.2161,46637
   Keller,32.9337,-97.2256,46646
   Carrollton,33.5819,-85.0837,46695
   Aweil,8.7666,27.4,46705
   Kokkola,63.8333,23.1167,46714
   Njombe,-9.3296,34.77,46724
   Mentor,41.6895,-81.3361,46732
   Zhetiqara,52.193,61.2399,46740
   Leopoldina,-21.53,-42.64,46742
   Choma,-16.8095,26.97,46746
   Kanye,-24.9696,25.34,46831
   New Philadelphia,40.486,-81.4402,46838
   Berat,40.71,19.972,46866
   New Amsterdam,6.25,-57.53,46874
   Sandnes,58.8454,5.69,46911
   Boosaaso,11.28,49.18,46969
   Amursk,50.2228,136.8974,46993
   Nacaome,13.53,-87.49,47000
   Dila,6.4104,38.31,47021
   Lincoln,38.8749,-121.2943,47030
   Yishan,24.5004,108.6667,47062
   Bentonville,36.3579,-94.2286,47093
   Busia,0.4544,34.0758,47100
   Poso,-1.3896,120.76,47110
   Mandeville,18.033,-77.5,47115
   Salina,38.8143,-97.6151,47123
   Jeffersonville,38.3377,-85.7026,47124
   Progreso,21.2833,-89.6666,47124
   Tres Arroyos,-38.37,-60.2699,47136
   Poti,42.1557,41.6716,47149
   Breves,-1.68,-50.49,47164
   Rosso,16.524,-15.8127,47203
   Antalaha,-14.8833,50.2833,47224
   Meru,0.06,37.64,47226
   Lamia,38.899,22.434,47246
   Hameenlinna,60.997,24.472,47261
   Mozhga,56.4548,52.1843,47270
   Buriram,15.0004,103.1166,47292
   Itaberaba,-12.5196,-40.3,47301
   Draper,40.4956,-111.8607,47328
   East Providence,41.8064,-71.3565,47337
   Apex,35.7248,-78.866,47349
   Euclid,41.5904,-81.5188,47360
   Ladysmith,-28.5495,29.78,47375
   Cookeville,36.1485,-85.5114,47381
   San Jacinto,33.797,-116.9915,47413
   Gryazi,52.4948,39.9343,47413
   Montana,43.414,23.237,47445
   Glenview,42.0825,-87.8215,47475
   Aksum,14.1304,38.72,47487
   Campo Belo,-20.8896,-45.28,47491
   Sandusky,41.4472,-82.7009,47494
   Kafue,-15.78,28.18,47554
   Badulla,6.9837,81.0499,47587
   Roseville,42.5074,-82.937,47602
   Mtsensk,53.2647,36.5472,47609
   San Lorenzo,-28.12,-58.77,47626
   Itamaraju,-17.0396,-39.5299,47628
   Amahai,-3.3281,128.9405,47653
   Chesterfield,38.6588,-90.5805,47659
   Autlan,19.77,-104.37,47669
   Hlotse,-28.878,28.056,47675
   Lacey,47.0444,-122.7933,47688
   Palm Springs,33.8012,-116.538,47689
   Wylie,33.0353,-96.517,47701
